# source-path (relative to /Users/nick/ai-os/shattered-sea/)	target/outcome	commit	date
entities/characters/npcs/cosimo-verantio.md	world/npcs/cosimo-verantio.md (new)	6066728d4c4249931f2266ce8bc0caeb08ac3213	2026-07-14
entities/places/settlements/calveno/calveno-locations.md	world/locations/calveno.md (expanded)	425d744	2026-07-14
entities/characters/npcs/aldo-riva.md	world/npcs/aldo-riva.md (new)	f1df92166a4450608211495c1e583353156f5060c7a18b1fcf4b47ded2764477	2026-07-14
entities/places/settlements/calveno/calveno-districts.md	world/locations/calveno.md (DM Only expand)	3aa84e8	2026-07-14
entities/places/settlements/calveno/calveno-improv.md	world/locations/calveno.md (EXPAND DM Only)	04d8e0c	2026-07-14
entities/vehicles/uncertainty.md	world/ships/hcs-surety.md (EXPAND) + world/npcs/sem-holst.md + world/npcs/geoffrey-draves.md + world/npcs/alys-kuiper.md (EXPAND)	549ae03	2026-07-14
wiki/sessions/session-05-run-guide.md	refused — planned/unplayed, same disposition as notebooklm-export twin (R4 precedent 0acfd23); revised encounter balance only, no play evidence	(queue-file-only, no wiki write)	2026-07-14
wiki/sessions/session-05-run-guide.md	UPDATE (R25): still never canon, but full content landed as prep/backlog/session-05-run-guide.md (new-source mode, status: pending) per user directive to ingest everything, not just triage	da6affa	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/core/01-session-05-run-guide.md	stale pre-recalibration draft of the run-guide, superseded by wiki copy just landed — no unique facts	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/core/02-calveno-sewers-grung-magazines.md	stale draft, dungeon page already fully landed — no unique facts	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/core/03-calveno-beffa-grung-raid.md	wikilink-prefix cosmetics only, already absorbed (ff8e8f5) — no unique facts	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/core/source-manifest.md	packaging metadata, not wiki content	(no write)	2026-07-14
.raw/sessions/session-05/printshop-packet/PRINTSHOP-MANIFEST.md	packaging metadata, not wiki content	(no write)	2026-07-14
.raw/sessions/session-05/source-manifest.md	packaging metadata, not wiki content; "no audio or transcripts recorded yet" cited in R24	(no write)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/anzolo.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/enzo.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/felix-aho.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/master-kyzil.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/nona-black-jaw.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/ruk.md	byte-identical to landed wiki/world twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/grung-elite-warrior.md	wikilink-prefix cosmetics only, already landed at world/creatures/grung-elite-warrior.md	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/grung-npc.md	wikilink-prefix cosmetics only vs wiki; base creature never landed as its own page — flagged relink on prep/backlog/session-05-run-guide.md	(no write, flagged)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/otar-the-foul.md	stale pre-recalibration draft (CR 8); world/npcs/otar-the-foul.md already reflects the CR 12 recalibration from the newer wiki copy — verified directly, no gap	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/ruma-delacroix.md	stale pre-ally-turn draft; world/npcs/ruma-delacroix.md already carries the full session-05 ally-turn content — verified directly, no gap	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/encounters-and-statblocks/solange-barret.md	wikilink-prefix cosmetics only, already landed at world/npcs/solange-barret.md	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-jean-claude-beats.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-palio-dm.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-raid-signs.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-sandbox-run-guide.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-situation.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/calveno-street-encounters.md	byte-identical to landed wiki twin	(no write, verified)	2026-07-14
.raw/sessions/session-05/printshop-packet/docs/supporting-context/warren-grung-sewers.md	wikilink-prefix cosmetics only, already absorbed into world/locations/warren.md + dungeon page	(no write, verified)	2026-07-14
wiki/sessions/session-04.md	byte-identical to session-06-export/session-04.md, already landed via R9 (ss9-session-04.md) as sessions/04-the-frog-the-owl-and-the-bomb/transcript.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-day-1.md	byte-identical to notebooklm-export/2026-06-14/session-04-day-1.md, already landed via R11 (ss11-s04-day-1) as sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-1.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-day-2.md	byte-identical to notebooklm-export/2026-06-14/session-04-day-2.md, already landed via R11 (ss11-s04-day-2) as sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-2.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-day-3.md	byte-identical to notebooklm-export/2026-06-14/session-04-day-3.md, already landed via R11 (ss11-s04-day-3) as sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-3.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-day-4.md	byte-identical to notebooklm-export/2026-06-14/session-04-day-4.md, already landed via R11 (ss11-s04-day-4) as sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-4.md + state-changes.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-day-5.md	byte-identical to notebooklm-export/2026-06-14/session-04-day-5.md, already landed via R11 (ss11-s04-day-5) as sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-5.md + state-changes.md	(no write, verified)	2026-07-14
wiki/sessions/session-04-highlight-1-grung-capture.md	handoff to visual-aids, no write	2ce7efe	2026-07-14
wiki/sessions/session-04-highlight-2-dagger-cigarette.md	handoff to visual-aids, no write	1033109	2026-07-14
wiki/sessions/session-04-highlights.md	handoff to visual-aids, no write	2cd33fc	2026-07-14
wiki/sessions/session-04-highlight-4-sending-black-powder.md	handoff to visual-aids, no write	928f9791e4245d2aebbb1458b3b667425830bd75	2026-07-14
wiki/sessions/session-04-highlight-3-bird-rat-human.md	handoff to visual-aids, no write	ede9dc3	2026-07-14
wiki/sessions/session-04-highlight-5-drunk-bard-schwa.md	handoff to visual-aids, no write	f8b6cc469665dab6fe734d80e80c7d6868dfae36	2026-07-14
wiki/sessions/session-04-highlight-6-roof-perverts.md	handoff to visual-aids, no write	fe8a381	2026-07-14
wiki/sessions/session-04-highlight-7-kingfisher-tree-frogs.md	handoff to visual-aids, no write	f8b6cc469665dab6fe734d80e80c7d6868dfae36	2026-07-14
wiki/sessions/session-04-run-guide.md	prep/backlog/session-04-run-guide.md (new-source, status: pending)	8e5215af9ca63158582efaae0a12aea5ce5b44bf	2026-07-14
wiki/sessions/session-03-scene-05-calveno-approach.md	refused — redundant, wholly covered by session-03-run-guide.md	cbe0f90	2026-07-14
wiki/sessions/session-03-scene-07-calveno-day-two.md	refused — redundant, wholly covered by session-03-run-guide.md	3ddb61f	2026-07-14
wiki/sessions/session-03-scene-03-aftermath.md	prep/backlog/session-03-scene-03-aftermath.md (status: pending, map-don't-migrate)	6c0ece7	2026-07-14
wiki/sessions/session-03-scene-02-the-shark.md	prep/backlog/session-03-scene-02-the-shark.md (pending, new-source-mode)	9506a52973b4e4b71b002b92a72994c94dca5220	2026-07-14
wiki/sessions/session-03-scene-04-five-days.md	prep/backlog/session-03-scene-04-five-days.md (new-source-mode prep, pending)	367ba64	2026-07-14
wiki/sessions/session-03-scene-01-auralis.md	prep/backlog/session-03-scene-01-auralis.md (new-source, status: pending)	083d33b	2026-07-14
wiki/sessions/session-03-scene-06-calveno-day-one.md	prep/backlog/session-03-scene-06-calveno-day-one.md (new-source, status: pending)	6665683a700d3aae11bfd5e0b7c32c8ef400445b	2026-07-14
wiki/sessions/session-03-run-guide.md	prep/backlog/session-03-run-guide.md (new-source, status: pending)	ebdcb1475f363365cc800316d0a6db0a6664cb58	2026-07-14
wiki/sessions/session-03.md	sessions/03-getting-in-on-the-joke/transcript-dm-notes.md (LEGACY-SOURCE, corroboration-only, +10 state-changes.md lines)	3b082adab9b3358abb3c2c03ead751d2f1aaceb4	2026-07-14
wiki/sessions/session-02-scene-01-rook-final.md	prep/backlog/session-02-scene-01-rook-final.md (new-source, status: pending)	631b8b6	2026-07-14
wiki/sessions/session-02-run-guide.md	prep/backlog/session-02-run-guide.md	a394138	2026-07-14
wiki/sessions/session-02-scene-05-central-strait.md	refused — map, don't migrate (unplayed reusable travel-event menu, see archive/2026-07/session-02-scene-05-central-strait.md)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/sessions/session-02.md	sessions/02-conflict-is-a-surety/transcript-dm-notes.md (corroboration only)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/sessions/session-02-scene-04-ship-exploration.md	prep/backlog/session-02-scene-04-ship-exploration.md (new-source-mode prep, pending)	cd55d71	2026-07-14
wiki/sessions/session-02-scene-03-grigori.md	prep/backlog/session-02-scene-03-grigori.md (new-source-mode prep, status: pending)	adb9deae0c01d174cc999e9863c346054de869b8	2026-07-14
wiki/entities/characters/npcs/auralis.md	world/npcs/auralis.md, canon; resolved 3 relink flags (pcs/perrin-black-jaw.md, world/npcs/leviathan.md x2)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/sessions/session-01-scene-07-the-hold.md	prep/backlog/session-01-scene-07-the-hold.md (new-source-mode, status: pending)	f26e9cda9733c01ce7d2ef404f1890249cb32b13	2026-07-14
wiki/sessions/session-01-scene-04-stripes.md	prep/backlog/session-01-scene-04-stripes.md (new-source-mode prep, pending)	bb055c7	2026-07-14
wiki/sessions/session-01-scene-02-crissdalynn.md	prep/backlog/session-01-scene-02-crissdalynn.md (new-source prep, status: pending)	af77715	2026-07-14
wiki/sessions/session-01-scene-03-delmar.md	prep/backlog/session-01-scene-03-delmar.md (new-source, status: pending)	7d0cf49	2026-07-14
wiki/sessions/session-01-scene-05-perrin.md	prep/backlog/session-01-scene-05-perrin.md (new-source-mode prep, pending)	1533085f2e2c7a8403f3bc2b9cbcf4ae780e329f	2026-07-14
wiki/sessions/session-01-scene-06-jean-claude.md	prep/backlog/session-01-scene-06-jean-claude.md (new-source, status: pending)	771d4198bc47d8e0152018f406059e4ab9b1c36e	2026-07-14
wiki/sessions/session-01.md	sessions/01-boarding-of-the-saltwright/transcript-dm-notes.md (zero net-new claims)	da11dc9	2026-07-14
wiki/sessions/session-01-scene-01-world.md	prep/backlog/session-01-scene-01-world.md	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/sessions/session-01-scene-08-encounter.md	prep/backlog/session-01-scene-08-encounter.md (new-source, status: pending)	adb03cd	2026-07-14
dm/daily-log.md	refused — internal-equivalent-check (INGESTED.tsv+MIGRATION-LEDGER.md+git history)	9a738a4	2026-07-14
dm/review-queue.md	skipped: internal-equivalent-check (full_lint.py)	5581217518ab06c964183e0cdc25e9ee59aeada1	2026-07-14
entities/deities/aerdrie-faenya.md	world/lore/aerdrie-faenya.md	fedd395	2026-07-14
entities/deities/valkur.md	world/lore/valkur.md pending	0bc9914245fb36306bfc105a526faaf550d7f384	2026-07-14
entities/deities/remnis.md	world/lore/remnis.md, pending	fedd395646ca880ca0055e5f9d07d483c9f1b7f3	2026-07-14
dm/jean-claude-primer.md	pcs/jean-claude-tabarnack.md DM Only (fold)	c16a1c74b58abd49ee264c7c4d847409911c6e7b	2026-07-14
wiki/dm/player-interests.md	refusal (cross-PC engagement tracking; pc-tactical-note x4, no single hub)	3d527dcb0ae3ee3dffdbece31fdd42c6d0b34adc	2026-07-14
entities/factions/khlysty.md	world/factions/khlysty.md — pending	682a5940bad6be5217caa397788e90554f02c137	2026-07-14
entities/factions/tarahs.md	world/factions/tarahs.md, restructure + nona-black-jaw.md relink resolved	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/factions/fisks-fleet.md	world/factions/fisks-fleet.md, restructure	af824710b3b7cb899616f72fb8c50c2c5836ed70	2026-07-14
narrative-islands/calveno-sandbox-run-guide.md	refused — byte-identical duplicate of ss4-raw-sandbox-run-guide precedent	cf1b1e5223a6da7cee3bc2d61c8d080f07451e55bcfe8aa9113484c022c9f09a	2026-07-14
narrative-islands/il-gioco-delle-beffe-dm.md	skipped — duplicate, already folded into world/lore/il-gioco-delle-beffe.md (INGESTED.tsv:135)	3d4fcf7	2026-07-14
narrative-islands/calveno-raid-signs.md	no page by design (run-guide-scoped; Day1-3 raid-clock beats already absorbed via session-04 into grung-clans.md/vethka.md; remainder uncorroborated)	8651233	2026-07-14
narrative-islands/calveno-street-encounters.md	refused — map, don't migrate (unplayed reusable street-encounter menu, see archive/2026-07/calveno-street-encounters.md)	42e377b	2026-07-14
narrative-islands/shepherd-grigori-island.md	refused — wholly redundant with shepherd-grigori.md/khlysty.md/alys-kuiper.md/session-02-scene-03-grigori.md	49a9214143359606a41d93ff25bd1cbe99d905bd49df05f088e6a69adfd7ca23	2026-07-14
narrative-islands/red-lady-salvage-money.md	map/refuse — no wiki page	225d660	2026-07-14
narrative-islands/calveno-jean-claude-beats.md	world/npcs/giacinto.md (fold, expand); pcs/jean-claude-tabarnack.md Arrival Observation beat REFUSED (PC-page boundary)	62c6335	2026-07-14
narrative-islands/mud-pits.md	world/locations/the-mud-pits.md (DM Only expand)	140be63	2026-07-14
entities/factions/fisks-fleet-dm.md	world/factions/fisks-fleet.md (fold, DM Only expand)	ced30756cf7c30984e38f69c9d6be21c52ae1eff	2026-07-14
entities/factions/the-glass-debt.md	world/factions/the-glass-debt.md	ff446210e4c604365e806189c7bee4a483518ba0	2026-07-14
entities/factions/the-velvet-noose.md	world/factions/the-velvet-noose.md — canon, ship-as-faction restructure	9eccd5f18eb9bb34195127bd12eda94c9bd4a511	2026-07-14
lore/shattered-sea-pantheon.md	world/lore/shattered-sea-pantheon.md	5bf49e284b72fbad280dea46acbead25ff2fabbd	2026-07-14
lore/antheri.md	world/lore/antheri.md	e78b117	2026-07-14
lore/the-grandfather-hole.md	world/lore/the-grandfather-hole.md	4c942d289e484e80b406814f1244a512f28f70cc3bf1d5a7db1f893d75dde107	2026-07-14
lore/il-palio-delle-voci.md	world/lore/il-palio-delle-voci.md, restructure + companion fold	aeee7235bf3f11bdbb4a8921d316666d8b17bd5e	2026-07-14
lore/species/sea-elf.md	world/lore/sea-elf.md (pending)	fb511d1	2026-07-14
lore/species/minotaur.md	world/lore/minotaur.md, canon	aa97d7e	2026-07-14
lore/campaign-timeline.md	skipped — duplicate, absorbed across 15+ pages	a00a168	2026-07-14
lore/species/lizardfolk.md	world/lore/lizardfolk.md (new, canon) + world/factions/fisks-fleet.md (relink resolved)	0fed62d	2026-07-14
lore/species/tabaxi.md	world/lore/tabaxi.md, pending	bc2d4854f09d352592b95331fbbc98f0848441be	2026-07-14
lore/species/rattkin.md	world/lore/rattkin.md, canon	37c2481	2026-07-14
lore/species/aarakocra.md	world/lore/aarakocra.md (new, canon rung 2) + pcs/crissdalynn-khinriss.md (relink)	a326f18	2026-07-14
situations/active/calveno-palio-dm.md	skipped — duplicate, already absorbed into world/lore/il-palio-delle-voci.md (companion-fold cited in its own Sources section)	a608a75	2026-07-14
situations/active/cape-solitude-mystery.md	world/locations/calders-tooth.md#DM Only (absorbed)	b790cdb	2026-07-14
situations/active/what-sunk-the-vestra.md	world/npcs/leviathan.md (fold)	a7c150a	2026-07-14
situations/active/crissdalynns-pilgrimage.md	UPDATE: PC-page boundary lifted (user directive 2026-07-14, "pc content should still be ingested") — folded missing-Sentinels thread + weather warning + 6-day fissure unlock into pcs/crissdalynn-khinriss.md Arc Notes	(orchestrator, pending commit)	2026-07-14
situations/active/nona-and-anzolo.md	world/npcs/nona-black-jaw.md (DM Only expand)	d8006ae	2026-07-14
situations/active/governors-seat.md	world/locations/the-governors-seat.md DM Only	716b1899	2026-07-14
situations/active/calveno-situation.md	world/locations/calveno.md (EXPAND, one fact) — rest refused as redundant	a73868c	2026-07-14
situations/active/maw-pearl-crisis.md	refused — wholly redundant with pearl-of-souls.md/fisks-fleet.md/auralis.md/leviathan.md/umberlee.md/branca.md/rael-corven.md/maren.md/elemental-plane-of-water.md	2e4b9b8	2026-07-14
situations/active/abyss-vision.md	world/npcs/auralis.md (fold, DM Only Current state)	9151d1d	2026-07-14
situations/active/aruhe-dm-notes.md	world/locations/aruhe.md (new, pending) + relink resolved on warren.md, warren-nonas-table.md, perrin-black-jaw.md	e45930a	2026-07-14
situations/active/fort-crestwall-sealed-orders.md	world/locations/fort-crestwall.md	84d2c67	2026-07-14
situations/resolved/the-rook-resolution.md	refused — wholly redundant with world/npcs/barnaby-rook.md § Session 02 + prep/backlog/session-02-scene-01-rook-final.md	1551d000cba3fc150742afe6978649c8476d7336	2026-07-14
situations/dormant/tail-staging-island.md	REFUSED — homeless, no owning page (archive/2026-07/tail-staging-island.md)	801c13b	2026-07-14
situations/dormant/concordat-magus-dragon.md	world/factions/tessarine-concordat.md (expand)	f83199a	2026-07-14
situations/resolved/hull-impacts.md	refused — wholly redundant with hcs-surety.md/crissdalynn-khinriss.md/jean-claude-tabarnack.md/whip-shark-barb.md	9e22ccfd342b1cccaf4285cc86eed46030fece5e	2026-07-14
situations/dormant/aldric-drave-designed-the-crown.md	world/factions/dravosi-crown.md + world/locations/fort-crestwall.md (expand)	0cd93bbf	2026-07-14
situations/active/jean-claudes-desertion.md	pcs/jean-claude-tabarnack.md (Arc Notes expand)	f32eae4	2026-07-14
system/doctrine.md	refused — pure redirect stub, no campaign facts	8016231	2026-07-14
system/delmar-primer.md	pcs/delmar-fisk.md (Arc Notes DM Only expand)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
system/crissdalynn-primer.md	pcs/crissdalynn-khinriss.md (Arc Notes fold)	6abbb78d87727d8516d852cab83de2f1ac98eccd	2026-07-14
wiki/system/art-style.md	GAP: maps to craft/art-style.md (visual-aids-owned, missing) — no wiki page, style content unmigrated	eb190879b2265ba37fecf77c11733d40cabb9153	2026-07-14
system/catarina-primer.md	pcs/catarina-davirelli.md (Arc Notes fold)	d137fcc13ea227fb820df9093a83a311d77692d032e4bb5e1362062391cffa42	2026-07-14
system/session-zero.md	skipped: thin stub, no independent claims	ce9215d	2026-07-14
system/shattered-sea-tone-guide.md	world/lore/shattered-sea-tone-guide.md (new lore page)	5d7791610cded04daae29046729ba05a233e0a0e	2026-07-14
system/lines-and-veils.md	docs/campaign/LINES-AND-VEILS.md (new reference doc)	3c0cf2d	2026-07-14
system/taxonomy.md	internal-equivalent-check: mapped to world/_meta/tags.md + WIKI.md § Tag taxonomy (no wiki page); REVIEW item 8 flagged stale	b5375e0	2026-07-14
wiki/system/stripes-primer.md	world/npcs/stripes-bitemore.md (new, status:pending); sweep: world/npcs/elder-anton.md, world/lore/tabaxi.md, world/factions/waveservants.md	587e3c6dc81d7d2f8f2aaac5d597f3dccf1878b4d2d565915a9ca7124a75c8d4	2026-07-14
system/city-creation-guide.md	refused — internal-equivalent-check (city-builder skill supersedes: Ride-structure table supersets Attraction categories, theme list supersets examples)	0194660	2026-07-14
system/dungeon-creation-method.md	refused — internal-equivalent (encounter-design ratio + location-prep dungeon-subtype); GAP: theme-synthesis device (Steps I/II/V) uncovered, flagged not built	f633ce7	2026-07-14
system/mystery-making-framework.md	refused — internal-equivalent-check (sandbox-principles.md §3 Three-Clue Rule + faction-prep/encounter-design/npc-prep supersede)	9ae7095	2026-07-14
system/blm-prep-framework.md	refused — internal-equivalent-check (Toy Method/PC-Connection/Strong Start/tentpole-portability/DC-tiers/no-fudge all covered); 3 methodology gaps flagged (Box of Doom, Resource-for-Advantage Trade, Schrödinger geography-flex)	99fbc82a85dd4797bbc1c60dc1524b79dcf9f441	2026-07-14
system/situations-not-stories.md	refused — internal-equivalent-check (faction-prep Goals & Fronts + world-update Front template supersede; no wiki page)	1c477c730efeff791d9f641098b1cd3b7fa7c47a	2026-07-14
system/character-creation-three-pillars.md	refused — partial internal-equivalent (dnd5e-character-interview supersedes Want/Conflict via Q5/Q6/Q7/Q9/Q11/Q13); GAP: Gimmick behavioral-archetype pillar uncovered, flagged not built	064f41a	2026-07-14
system/dm-philosophy.md	refused — internal-equivalent-check (dnd5e-scene-narration + faction-prep/world-update Front + session-run-guide supersede; death-policy + session-zero gaps flagged, not built)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
system/player-agency.md	no wiki page — internal-equivalent (sandbox-narrative)	0c00ce3	2026-07-14
system/one-shot-modular-method.md	refused — internal-equivalent-check (session-run-guide covers modular/skippable-scene principle; Two Paths/Key/branching-Endings quest architecture has no analog, flagged as gap)	859935a	2026-07-14
system/player-gravity-wells.md	decomposed into 4 pcs/ Arc Notes (perrin, jean-claude, delmar, crissdalynn)	bab4088	2026-07-14
wiki/system/party-session-primer.md	no-op — confirmed stale stub, no claims	b4ce25e	2026-07-14
wiki/system/task-routing.md	refused — internal-equivalent-check (CLAUDE.md Routing table + DISPATCH.md), no wiki page	e4e42835	2026-07-14
wiki/system/spotlight-management.md	no wiki page — partial internal-equivalent (session-run-guide), 2 gaps flagged	3b011c8	2026-07-14
system/party-crew.md	no-op — superseded by geoffrey-draves.md + hcs-surety.md	054fa4a5ee2cd5dbd55d0f51ec6c7992b8553c3eee89b34729b79ca4547d2b64	2026-07-14
system/party-combat-primer.md	distributed: pcs/crissdalynn-khinriss.md, pcs/perrin-black-jaw.md, pcs/jean-claude-tabarnack.md, pcs/delmar-fisk.md (Arc Notes); world/npcs/otar-the-foul.md (relink resolved); aggregate content NOT migrated	90baaffc8ce2d7ae4f3fb07c791d74866dc3bd6f	2026-07-14
entities/vehicles/hcs-surety.md	world/ships/hcs-surety.md (expand — crew standdown mechanic)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/entities/vehicles/hcs-relentless.md	world/ships/hcs-relentless.md (new, pending) + world/ships/hcs-surety.md (link-only)	075aaa81e97fbec41242a68d874e90c1a	2026-07-14
entities/vehicles/brass-cat.md	world/ships/brass-cat.md (pending) — new ship page, DaVirelli submersible schooner	8457decd9535fcc3460c9105488c93daecc2e434	2026-07-14
wiki/entities/vehicles/ships-index.md	refused — internal-equivalent-check (maps to world/_meta/index.md navigation + MIGRATION-LEDGER.md:306-331 per-ship lines)	02cfa63	2026-07-14
wiki/entities/vehicles/hcs-tangent.md	world/ships/hcs-tangent.md (pending)	4ed0cf447f9aefaacfa8ca9c4a281c8cac1653e8	2026-07-14
entities/vehicles/hcs-constancy.md	world/ships/hcs-constancy.md (pending)	ee33a017fe7113bafd0aa5c590dc36922b1149e3	2026-07-14
entities/vehicles/hcs-warrant.md	world/ships/hcs-warrant.md (pending) + fleet-link sweep (hcs-relentless, hcs-tangent, commander-gideon-ault)	773e0485	2026-07-14
entities/vehicles/hcs-sovereign.md	world/ships/hcs-sovereign.md	c031bbb4aac6b320083eaa48c78f7e5a498e853d	2026-07-14
entities/vehicles/saltwright.md	world/ships/saltwright.md + reverse-link sweep (9 npc files)	478924d	2026-07-14
entities/vehicles/hcs-ordinance.md	world/ships/hcs-ordinance.md (pending)	ef15302	2026-07-14
entities/vehicles/tessarine-amberreach.md	world/ships/tessarine-amberreach.md (pending)	0d6dc94	2026-07-14
entities/vehicles/dead-lady.md	world/ships/dead-lady.md (pending)	ce72f711e207e531e7d9ceb9a018623459249c36bca5376a3d39cf35e33aedad	2026-07-14
entities/vehicles/lasting-insult.md	world/ships/lasting-insult.md (pending) — impounded courier sloop, three-year impound at South Harbour/Port Tidefall	95948376e13fd85e9aa56382c086b2a27e9f3209	2026-07-14
entities/vehicles/nimmik-vollask.md	world/ships/nimmik-vollask.md, pending	edc05fe3e812b86ce62ba5055b498ff6f6fcbdb4	2026-07-14
entities/vehicles/knifes-wake.md	world/ships/knifes-wake.md (pending)	13576f34a6a1514cecbb260962ea462b8ab20b2f	2026-07-14
entities/vehicles/ironmantle.md	world/ships/ironmantle.md (pending)	f3f5f931cb883cd2eaaf8241e241e3391c2222b92fde39086c97e31d2cdc6095	2026-07-14
entities/vehicles/heft.md	world/ships/heft.md (pending)	6df1ce6e13958485bac303180247e8b5b0877186	2026-07-14
entities/vehicles/loud-argument.md	world/ships/loud-argument.md (pending)	af7a396096ea4d478975ee367b5757023ae2f541	2026-07-14
entities/vehicles/fernen.md	world/ships/fernen.md (pending)	6df1ce6e13958485bac303180247e8b5b0877186	2026-07-14
wiki/entities/vehicles/red-lady.md	world/ships/red-lady.md — canon	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/vehicles/tessarine-silkvane.md	world/ships/tessarine-silkvane.md (pending)	0faf180e1ea9d2f7fea253801ed3bdf2a4c43386	2026-07-14
entities/vehicles/the-narrow.md	world/ships/the-narrow.md	5a0e336f9a1c22292a56c5b0a8bad24984ca3b7f	2026-07-14
entities/vehicles/the-bad-receipt.md	world/ships/the-bad-receipt.md (new ship, pending) + reverse-linked kalowe-bad-receipt-cache.md + the-flat-water.md; central-strait.md reverse-link blocked (canon_gate, no link-only exception)	2c33f277b003f8774b53ac9843c0f980ede9774d	2026-07-14
entities/vehicles/the-quorum.md	world/ships/the-quorum.md (pending, rung 4)	33b14b38b28cc4c0ec83b867b138a429a6dde5a9b6d5270846a2c13b3206bb92	2026-07-14
wiki/entities/vehicles/the-tallow-bell.md	world/ships/the-tallow-bell.md — canon	7e3503a269c794d23228ee78a3c34facf75eae58	2026-07-14
entities/vehicles/vestra.md	world/ships/vestra.md	aca788752bc7058635b8650257ac7826cf6de67340b00ac34a948e1c7c77f824	2026-07-14
entities/places/index.md	refused — nav index, world/_meta/index.md equivalent	8aefd691495bfa08a67c936e5534ff8a013ed373	2026-07-14
entities/places/islands/dath-mar.md	world/locations/dath-mar.md pending	9fee63ef2dfa6ef76e934e7542af13ee70f8fa02	2026-07-14
entities/places/islands/calven.md	world/locations/calven.md (new); central-strait.md relink:calven resolved	889c919	2026-07-14
entities/places/islands/cape-solitude.md	world/locations/cape-solitude.md	ebd4c595415df6518b2ba378cce56b5f81ae5ccc	2026-07-14
entities/places/islands/aldenmere.md	world/locations/aldenmere.md (pending)	069dbf9	2026-07-14
entities/places/islands/aruhe.md	world/locations/aruhe.md (expanded)	069dbf9	2026-07-14
entities/places/islands/dreth.md	world/locations/dreth.md	42a0479	2026-07-14
entities/places/islands/karath.md	world/locations/karath.md (new, pending) + reverse-linked warren.md, aruhe.md, orak.md, vaka.md, jean-claude-tabarnack.md; felix-aho.md CANON-GATE BLOCKED (no link-only exception, precedent)	2958522168e7ec12f45daae51447b1e4f13dcaaf	2026-07-14
entities/places/islands/harwick.md	world/locations/harwick.md	af4ddc1	2026-07-14
entities/places/islands/huahei.md	world/locations/huahei.md	4ec9c36	2026-07-14
entities/places/islands/ral-arn.md	world/locations/ral-arn.md — status: pending	192855c	2026-07-14
